species,decimalLongitude,decimalLatitude
Gloydius ussuriensis,130.721069,42.427436
Gloydius ussuriensis,127.625952,37.804054
Gloydius ussuriensis,126.491691,33.468418
Gloydius ussuriensis,126.180859,33.31973
Gloydius ussuriensis,131.170767,42.658722
Gloydius ussuriensis,131.170747,42.658683
Gloydius ussuriensis,130.720122,42.427292
Gloydius ussuriensis,131.173247,42.659125
Gloydius ussuriensis,132.765152,43.106098
Gloydius ussuriensis,128.603918,37.104983
Gloydius ussuriensis,126.180454,33.320443
Gloydius ussuriensis,126.191467,33.318546
Gloydius ussuriensis,126.365174,41.800743
Gloydius ussuriensis,126.367682,41.79896
Gloydius ussuriensis,126.259251,33.278444
Gloydius ussuriensis,124.328597,41.628665
Gloydius ussuriensis,126.368576,41.79903
Gloydius ussuriensis,126.286143,36.77793
Gloydius ussuriensis,128.054139,35.049622
Gloydius ussuriensis,126.895685,33.511644
Gloydius ussuriensis,126.750473,35.457007
Gloydius ussuriensis,129.191156,35.175983
Gloydius ussuriensis,132.068093,43.237516
Gloydius ussuriensis,127.604444,37.086667
Gloydius ussuriensis,127.065017,36.794869
Gloydius ussuriensis,129.190714,35.175504
Gloydius ussuriensis,131.498688,43.163708
Gloydius ussuriensis,127.592369,37.815528
Gloydius ussuriensis,127.027222,38.088611
Gloydius ussuriensis,128.765556,37.348889
Gloydius ussuriensis,128.764167,37.345
Gloydius ussuriensis,128.775278,37.358611
Gloydius ussuriensis,128.8325,37.302778
Gloydius ussuriensis,128.998056,37.26
Gloydius ussuriensis,127.08003,37.921599
Gloydius ussuriensis,128.144309,37.457596
Gloydius ussuriensis,127.74,37.351667
Gloydius ussuriensis,127.737753,37.354042
Gloydius ussuriensis,127.072778,37.909722
Gloydius ussuriensis,127.074444,37.946944
Gloydius ussuriensis,127.491667,38.073056
Gloydius ussuriensis,127.434822,37.272307
Gloydius ussuriensis,127.888056,36.764444
Gloydius ussuriensis,127.880556,36.488056
Gloydius ussuriensis,127.816389,36.480556
Gloydius ussuriensis,127.93,36.48
Gloydius ussuriensis,128.084167,36.824444
Gloydius ussuriensis,127.888611,36.764167
Gloydius ussuriensis,127.876944,36.489444
Gloydius ussuriensis,128.087778,36.8525
Gloydius ussuriensis,127.764995,35.767054
Gloydius ussuriensis,128.493839,38.170774
Gloydius ussuriensis,128.326667,38.054167
Gloydius ussuriensis,129.141944,36.921667
Gloydius ussuriensis,126.459937,33.308782
Gloydius ussuriensis,126.711887,33.524532
Gloydius ussuriensis,128.687314,35.987482
Gloydius ussuriensis,126.152958,36.802745
Gloydius ussuriensis,128.072413,36.89596
Gloydius ussuriensis,132.16147,43.70147
Gloydius ussuriensis,132.79876,43.12848
Gloydius ussuriensis,126.589707,36.740123
Gloydius ussuriensis,127.051607,37.394354
Gloydius ussuriensis,126.585585,36.741422
Gloydius ussuriensis,127.256249,37.329988
Gloydius ussuriensis,126.726529,33.518868
Gloydius ussuriensis,126.744197,33.43975
Gloydius ussuriensis,127.961542,37.210315
Gloydius ussuriensis,126.72361,37.183056
Gloydius ussuriensis,126.58789,36.741875
Gloydius ussuriensis,133.665701,43.305335
Gloydius ussuriensis,130.714902,49.11642
Gloydius ussuriensis,128.071705,36.856728
Gloydius ussuriensis,128.214913,35.394563
Gloydius ussuriensis,126.75978,34.745087
Gloydius ussuriensis,126.528674,37.719956
Gloydius ussuriensis,126.899529,34.726526
Gloydius ussuriensis,127.681884,37.618526
Gloydius ussuriensis,127.685433,37.615916
Gloydius ussuriensis,128.516688,37.842162
Gloydius ussuriensis,128.53833,37.836113
Gloydius ussuriensis,126.7119,33.524924
Gloydius ussuriensis,126.599518,36.73374
Gloydius ussuriensis,126.59964,36.734457
Gloydius ussuriensis,126.601295,36.73796
Gloydius ussuriensis,126.599347,36.733757
Gloydius ussuriensis,126.599462,36.733728
Gloydius ussuriensis,131.246675,42.838027
Gloydius ussuriensis,128.810573,37.693566
Gloydius ussuriensis,127.206768,36.791035
Gloydius ussuriensis,126.590872,36.670729
Gloydius ussuriensis,126.589909,36.671493
Gloydius ussuriensis,128.143415,37.459735
Gloydius ussuriensis,134.664444,46.565278
Gloydius ussuriensis,128.762938,35.883747
Gloydius ussuriensis,126.585822,36.742857
Gloydius ussuriensis,126.584035,36.741212
Gloydius ussuriensis,126.58118,36.725895
Gloydius ussuriensis,126.658605,34.741406
Gloydius ussuriensis,126.656267,34.738197
Gloydius ussuriensis,126.657846,34.739643
Gloydius ussuriensis,126.6603,34.744117
Gloydius ussuriensis,126.65634,34.738485
Gloydius ussuriensis,126.657977,34.741256
Gloydius ussuriensis,126.657393,34.739342
Gloydius ussuriensis,126.587515,36.741655
Gloydius ussuriensis,126.587523,36.74161
Gloydius ussuriensis,126.659047,34.742422
Gloydius ussuriensis,126.657377,34.73943
Gloydius ussuriensis,126.65904,34.742328
Gloydius ussuriensis,127.264722,36.344444
Gloydius ussuriensis,127.957565,36.754023
Gloydius ussuriensis,126.588077,36.741423
Gloydius ussuriensis,127.268797,36.385558
Gloydius ussuriensis,127.268705,36.385393
Gloydius ussuriensis,126.60445,36.741168
Gloydius ussuriensis,126.604553,36.741355
Gloydius ussuriensis,126.608473,36.748733
Gloydius ussuriensis,126.605963,36.74364
Gloydius ussuriensis,126.583195,36.741833
Gloydius ussuriensis,128.143179,37.459898
Gloydius ussuriensis,126.428117,36.70242
Gloydius ussuriensis,127.333419,36.189158
Gloydius ussuriensis,127.333794,36.189228
Gloydius ussuriensis,126.642545,36.666428
Gloydius ussuriensis,127.341942,36.22139
Gloydius ussuriensis,127.334167,36.194443
Gloydius ussuriensis,127.390771,36.924103
Gloydius ussuriensis,127.333885,36.194168
Gloydius ussuriensis,127.336388,36.216946
Gloydius ussuriensis,127.336388,36.200554
Gloydius ussuriensis,128.143391,37.459954
Gloydius ussuriensis,127.337502,36.201668
Gloydius ussuriensis,126.644657,36.663548
Gloydius ussuriensis,127.014977,35.122503
Gloydius ussuriensis,129.088693,35.056678
Gloydius ussuriensis,127.493323,35.743282
Gloydius ussuriensis,128.138643,37.457915
Gloydius ussuriensis,127.0725,37.947055
Gloydius ussuriensis,127.589251,37.824229
Gloydius ussuriensis,126.466369,36.779694
Gloydius ussuriensis,127.333889,36.189167
Gloydius ussuriensis,127.333056,36.189167
Gloydius ussuriensis,127.279444,36.063889
Gloydius ussuriensis,127.344803,36.203286
Gloydius ussuriensis,127.607574,36.646385
Gloydius ussuriensis,126.718613,33.478611
Gloydius ussuriensis,127.339286,36.193011
Gloydius ussuriensis,126.726944,33.536667
Gloydius ussuriensis,126.583636,36.738987
Gloydius ussuriensis,126.583593,36.737801
Gloydius ussuriensis,126.715073,33.518513
Gloydius ussuriensis,128.142986,37.45919
Gloydius ussuriensis,126.642238,36.666503
Gloydius ussuriensis,126.852989,36.411328
Gloydius ussuriensis,126.624529,36.70667
Gloydius ussuriensis,128.231478,36.817187
Gloydius ussuriensis,126.695001,37.71353
Gloydius ussuriensis,132.099062,43.466024
Gloydius ussuriensis,129.022628,35.648397
Gloydius ussuriensis,131.63741,43.748473
Gloydius ussuriensis,127.208336,38.127499
Gloydius ussuriensis,127.252407,35.957166
Gloydius ussuriensis,127.284594,35.982451
Gloydius ussuriensis,128.207943,37.350484
Gloydius ussuriensis,130.586472,49.179388
Gloydius ussuriensis,130.568838,49.178255
Gloydius ussuriensis,127.033665,36.688386
Gloydius ussuriensis,126.370229,36.81814
Gloydius ussuriensis,127.825241,36.763994
Gloydius ussuriensis,129.091415,36.744188
Gloydius ussuriensis,127.676,36.724528
Gloydius ussuriensis,127.308539,35.649842
Gloydius ussuriensis,126.263278,33.210694
Gloydius ussuriensis,126.341222,33.241306
Gloydius ussuriensis,127.760167,36.933833
Gloydius ussuriensis,127.91145,36.804311
Gloydius ussuriensis,127.264206,36.989542
Gloydius ussuriensis,127.271467,36.934592
Gloydius ussuriensis,127.737689,35.747558
Gloydius ussuriensis,127.850417,36.903722
Gloydius ussuriensis,127.706583,36.988778
Gloydius ussuriensis,127.773347,36.865931
Gloydius ussuriensis,127.323856,35.64455
Gloydius ussuriensis,127.922844,36.915192
Gloydius ussuriensis,127.408317,36.929964
Gloydius ussuriensis,126.327639,33.341694
Gloydius ussuriensis,127.764361,36.724056
Gloydius ussuriensis,127.7305,36.691889
Gloydius ussuriensis,127.984978,36.643333
Gloydius ussuriensis,127.918611,36.771667
Gloydius ussuriensis,127.677472,36.633969
Gloydius ussuriensis,127.929306,36.856806
Gloydius ussuriensis,127.195581,35.6833
Gloydius ussuriensis,127.670833,36.857222
Gloydius ussuriensis,127.846972,36.893861
Gloydius ussuriensis,127.729083,36.905306
Gloydius ussuriensis,127.798214,36.742678
Gloydius ussuriensis,126.306222,33.356194
Gloydius ussuriensis,127.927853,36.912536
Gloydius ussuriensis,127.609419,36.84795
Gloydius ussuriensis,127.187797,35.691336
Gloydius ussuriensis,127.683889,36.848444
Gloydius ussuriensis,127.772889,36.778028
Gloydius ussuriensis,127.800636,36.745117
Gloydius ussuriensis,127.045992,35.728153
Gloydius ussuriensis,127.607694,36.664569
Gloydius ussuriensis,127.773744,36.864214
Gloydius ussuriensis,127.98825,36.645986
Gloydius ussuriensis,127.566275,36.876278
Gloydius ussuriensis,127.651556,36.888528
Gloydius ussuriensis,127.822972,36.996667
Gloydius ussuriensis,127.370278,36.873436
Gloydius ussuriensis,127.671314,36.627611
Gloydius ussuriensis,127.369639,36.920394
Gloydius ussuriensis,127.704806,36.986833
Gloydius ussuriensis,127.766917,36.819611
Gloydius ussuriensis,127.955222,36.932333
Gloydius ussuriensis,127.797694,36.942472
Gloydius ussuriensis,126.346417,33.3195
Gloydius ussuriensis,127.614658,36.961308
Gloydius ussuriensis,126.307278,33.356611
Gloydius ussuriensis,127.909167,36.805972
Gloydius ussuriensis,126.363889,33.259417
Gloydius ussuriensis,127.781583,36.641139
Gloydius ussuriensis,126.634944,33.266722
Gloydius ussuriensis,126.684586,35.640508
Gloydius ussuriensis,128.106167,36.753817
Gloydius ussuriensis,127.395442,36.893244
Gloydius ussuriensis,128.326478,36.778303
Gloydius ussuriensis,126.531886,35.482625
Gloydius ussuriensis,127.053864,35.740431
Gloydius ussuriensis,126.631783,33.393356
Gloydius ussuriensis,126.476744,35.451758
Gloydius ussuriensis,128.272778,37.704494
Gloydius ussuriensis,128.739297,37.880872
Gloydius ussuriensis,126.720786,33.341997
Gloydius ussuriensis,127.31785,36.887353
Gloydius ussuriensis,128.473056,37.804733
Gloydius ussuriensis,127.096283,35.563392
Gloydius ussuriensis,126.954072,35.651481
Gloydius ussuriensis,127.548872,36.685661
Gloydius ussuriensis,126.710842,33.277903
Gloydius ussuriensis,128.288,36.954667
Gloydius ussuriensis,128.526969,37.969147
Gloydius ussuriensis,127.256167,36.686358
Gloydius ussuriensis,128.715903,37.880128
Gloydius ussuriensis,128.923881,37.703375
Gloydius ussuriensis,128.252975,37.659861
Gloydius ussuriensis,127.354342,36.841278
Gloydius ussuriensis,128.243233,36.721492
Gloydius ussuriensis,128.156167,36.961389
Gloydius ussuriensis,128.316694,36.743739
Gloydius ussuriensis,126.674031,35.642064
Gloydius ussuriensis,126.667917,35.494475
Gloydius ussuriensis,128.324306,36.859639
Gloydius ussuriensis,128.266167,37.799269
Gloydius ussuriensis,128.007056,36.958278
Gloydius ussuriensis,126.692775,33.430939
Gloydius ussuriensis,128.219853,36.870017
Gloydius ussuriensis,128.522011,37.966961
Gloydius ussuriensis,128.228697,36.924786
Gloydius ussuriensis,128.920642,37.647619
Gloydius ussuriensis,128.219692,36.941503
Gloydius ussuriensis,126.434592,35.406181
Gloydius ussuriensis,128.022208,36.975797
Gloydius ussuriensis,126.518164,35.446072
Gloydius ussuriensis,128.276581,36.691878
Gloydius ussuriensis,128.280269,37.717753
Gloydius ussuriensis,127.315122,35.448342
Gloydius ussuriensis,126.690194,33.379222
Gloydius ussuriensis,126.434444,35.395411
Gloydius ussuriensis,128.181453,36.789028
Gloydius ussuriensis,127.545011,36.680314
Gloydius ussuriensis,128.320406,36.992542
Gloydius ussuriensis,128.428417,37.668006
Gloydius ussuriensis,126.654422,33.324067
Gloydius ussuriensis,127.298458,36.695511
Gloydius ussuriensis,128.369436,36.872433
Gloydius ussuriensis,126.687003,33.391067
Gloydius ussuriensis,127.558931,35.5716
Gloydius ussuriensis,128.006067,36.765036
Gloydius ussuriensis,127.104603,35.557247
Gloydius ussuriensis,128.119972,36.911722
Gloydius ussuriensis,128.031314,37.725578
Gloydius ussuriensis,126.768883,35.560278
Gloydius ussuriensis,128.094667,37.74195
Gloydius ussuriensis,127.413386,36.6381
Gloydius ussuriensis,126.691231,33.368394
Gloydius ussuriensis,128.044997,36.642347
Gloydius ussuriensis,128.958994,37.653225
Gloydius ussuriensis,126.972022,35.480272
Gloydius ussuriensis,128.610089,38.010117
Gloydius ussuriensis,128.288122,37.822714
Gloydius ussuriensis,127.814842,35.402611
Gloydius ussuriensis,126.720178,33.408986
Gloydius ussuriensis,128.020839,36.864969
Gloydius ussuriensis,126.803114,35.645575
Gloydius ussuriensis,126.642139,33.429247
Gloydius ussuriensis,127.075739,35.619583
Gloydius ussuriensis,128.430781,36.991969
Gloydius ussuriensis,128.392203,37.789289
Gloydius ussuriensis,128.491339,37.791106
Gloydius ussuriensis,128.348947,36.729372
Gloydius ussuriensis,126.549425,35.589722
Gloydius ussuriensis,128.239581,37.679803
Gloydius ussuriensis,126.810042,35.383475
Gloydius ussuriensis,126.604631,35.460044
Gloydius ussuriensis,126.529739,35.387694
Gloydius ussuriensis,126.561422,35.515844
Gloydius ussuriensis,128.532503,36.756756
Gloydius ussuriensis,127.788167,37.765167
Gloydius ussuriensis,128.028433,37.68675
Gloydius ussuriensis,128.203861,37.826022
Gloydius ussuriensis,126.641861,35.553925
Gloydius ussuriensis,128.047322,37.645472
Gloydius ussuriensis,128.133892,36.933519
Gloydius ussuriensis,126.558822,35.518147
Gloydius ussuriensis,126.547014,35.385897
Gloydius ussuriensis,126.698864,35.509408
Gloydius ussuriensis,127.348194,36.839253
Gloydius ussuriensis,127.965678,37.773883
Gloydius ussuriensis,128.006878,36.892339
Gloydius ussuriensis,126.626911,35.546797
Gloydius ussuriensis,128.859508,37.643317
Gloydius ussuriensis,126.653211,35.540222
Gloydius ussuriensis,127.104747,35.474622
Gloydius ussuriensis,127.983964,37.863706
Gloydius ussuriensis,128.1289,36.92995
Gloydius ussuriensis,126.742164,35.564386
Gloydius ussuriensis,127.985644,37.722728
Gloydius ussuriensis,127.689594,35.425506
Gloydius ussuriensis,128.028678,37.638328
Gloydius ussuriensis,128.145778,37.825264
Gloydius ussuriensis,128.540144,36.8458
Gloydius ussuriensis,128.401181,37.804394
Gloydius ussuriensis,126.548089,35.478381
Gloydius ussuriensis,128.280492,36.781519
Gloydius ussuriensis,126.717367,35.440142
Gloydius ussuriensis,128.502153,37.948469
Gloydius ussuriensis,127.949444,37.676944
Gloydius ussuriensis,128.313111,36.971094
Gloydius ussuriensis,127.799461,37.8546
Gloydius ussuriensis,127.925306,37.828083
Gloydius ussuriensis,127.848456,37.861011
Gloydius ussuriensis,128.191608,36.784675
Gloydius ussuriensis,128.288644,37.861478
Gloydius ussuriensis,126.814294,35.604408
Gloydius ussuriensis,128.553467,37.912067
Gloydius ussuriensis,127.823372,35.451417
Gloydius ussuriensis,126.945075,35.6178
Gloydius ussuriensis,128.532128,37.698153
Gloydius ussuriensis,128.4828,37.701825
Gloydius ussuriensis,127.306786,35.685761
Gloydius ussuriensis,127.159183,35.699189
Gloydius ussuriensis,127.638153,35.567706
Gloydius ussuriensis,126.585894,36.741356
Gloydius ussuriensis,128.322056,37.987722
Gloydius ussuriensis,128.193139,37.954806
Gloydius ussuriensis,128.17125,37.956167
Gloydius ussuriensis,127.205547,35.442444
Gloydius ussuriensis,126.892508,35.551006
Gloydius ussuriensis,128.1985,37.982028
Gloydius ussuriensis,128.267111,37.934
Gloydius ussuriensis,128.130333,37.952111
Gloydius ussuriensis,128.145083,37.953972
Gloydius ussuriensis,126.799447,35.684758
Gloydius ussuriensis,126.858544,35.682181
Gloydius ussuriensis,128.340694,37.988833
Gloydius ussuriensis,128.149111,37.943722
Gloydius ussuriensis,126.988486,35.681997
Gloydius ussuriensis,128.404358,37.741631
Gloydius ussuriensis,128.602222,37.700336
Gloydius ussuriensis,128.392361,37.649861
Gloydius ussuriensis,128.129583,37.970472
Gloydius ussuriensis,126.537266,33.406797
Gloydius ussuriensis,128.145972,37.914167
Gloydius ussuriensis,128.30375,37.924
Gloydius ussuriensis,127.502658,35.384958
Gloydius ussuriensis,128.433639,37.9725
Gloydius ussuriensis,128.203833,38.078056
Gloydius ussuriensis,128.347667,37.941806
Gloydius ussuriensis,128.370194,37.88025
Gloydius ussuriensis,128.154806,38.07
Gloydius ussuriensis,128.426111,37.972333
Gloydius ussuriensis,128.320917,38.0795
Gloydius ussuriensis,128.401472,37.921167
Gloydius ussuriensis,128.344244,37.846589
Gloydius ussuriensis,128.493361,37.934139
Gloydius ussuriensis,128.216639,37.905611
Gloydius ussuriensis,128.302444,37.90525
Gloydius ussuriensis,128.276139,38.065944
Gloydius ussuriensis,128.14875,38.093194
Gloydius ussuriensis,128.142528,38.050083
Gloydius ussuriensis,128.443722,37.92925
Gloydius ussuriensis,128.400611,37.971778
Gloydius ussuriensis,128.357,38.049194
Gloydius ussuriensis,128.164861,38.05325
Gloydius ussuriensis,128.402878,37.834753
Gloydius ussuriensis,128.226056,37.944583
Gloydius ussuriensis,128.45475,37.98275
Gloydius ussuriensis,128.490389,37.979417
Gloydius ussuriensis,128.30425,37.939417
Gloydius ussuriensis,128.356083,38.054944
Gloydius ussuriensis,128.574933,37.663742
Gloydius ussuriensis,127.910814,36.658865
Gloydius ussuriensis,127.352142,37.897614
Gloydius ussuriensis,128.042892,36.653481
Gloydius ussuriensis,127.116428,35.524042
Gloydius ussuriensis,128.280722,38.029528
Gloydius ussuriensis,128.489917,37.912556
Gloydius ussuriensis,126.567014,35.456953
Gloydius ussuriensis,128.154472,38.037306
Gloydius ussuriensis,127.011042,35.560839
Gloydius ussuriensis,128.489769,37.845122
Gloydius ussuriensis,128.28075,38.016694
Gloydius ussuriensis,128.219,38.053944
Gloydius ussuriensis,128.243361,38.017722
Gloydius ussuriensis,128.311306,38.030389
Gloydius ussuriensis,126.194377,36.883708
Gloydius ussuriensis,126.584923,36.740976
Gloydius ussuriensis,126.627002,36.707432
Gloydius ussuriensis,126.627259,36.707432
Gloydius ussuriensis,126.660326,34.748524
Gloydius ussuriensis,128.729808,37.96745
Gloydius ussuriensis,126.746414,35.744528
Gloydius ussuriensis,128.651869,37.948036
Gloydius ussuriensis,128.300664,37.869064
Gloydius ussuriensis,128.634844,37.921231
Gloydius ussuriensis,127.551133,35.424444
Gloydius ussuriensis,126.586597,36.741388
Gloydius ussuriensis,126.415665,36.713768
Gloydius ussuriensis,127.079514,35.684261
Gloydius ussuriensis,124,36
Gloydius ussuriensis,127.213781,35.745742
Gloydius ussuriensis,127.076589,35.538597
Gloydius ussuriensis,127.185392,35.645289
Gloydius ussuriensis,128.116814,37.075692
Gloydius ussuriensis,128.198496,37.232052
Gloydius ussuriensis,128.127056,37.195472
Gloydius ussuriensis,128.192139,37.219722
Gloydius ussuriensis,128.091972,37.156833
Gloydius ussuriensis,128.163861,37.194833
Gloydius ussuriensis,128.04075,37.209833
Gloydius ussuriensis,128.079694,37.139028
Gloydius ussuriensis,128.146417,37.192667
Gloydius ussuriensis,128.198722,37.227472
Gloydius ussuriensis,128.16075,37.195
Gloydius ussuriensis,128.052194,37.111972
Gloydius ussuriensis,128.049611,37.10775
Gloydius ussuriensis,128.206278,37.236056
Gloydius ussuriensis,128.106694,37.1725
Gloydius ussuriensis,128.075833,37.113639
Gloydius ussuriensis,128.012778,37.153194
Gloydius ussuriensis,128.219556,37.232278
Gloydius ussuriensis,128.026222,37.017472
Gloydius ussuriensis,128.222222,37.230583
Gloydius ussuriensis,128.1095,37.089167
Gloydius ussuriensis,128.018,37.033194
Gloydius ussuriensis,128.160611,37.245056
Gloydius ussuriensis,128.045861,37.1505
Gloydius ussuriensis,128.223639,37.225361
Gloydius ussuriensis,126.584097,36.740114
Gloydius ussuriensis,128.622072,34.813927
Gloydius ussuriensis,126.056508,34.537242
Gloydius ussuriensis,127.250347,36.38149
Gloydius ussuriensis,126.193724,36.840719
Gloydius ussuriensis,128.880606,37.017311
Gloydius ussuriensis,128.819597,37.233003
Gloydius ussuriensis,128.790683,37.224128
Gloydius ussuriensis,127.343279,36.200863
Gloydius ussuriensis,127.767664,37.183967
Gloydius ussuriensis,127.7825,35.983889
Gloydius ussuriensis,127.771621,35.969016
Gloydius ussuriensis,127.981111,35.948333
Gloydius ussuriensis,127.910278,35.910278
Gloydius ussuriensis,128.105278,35.975278
Gloydius ussuriensis,128.097222,35.965278
Gloydius ussuriensis,128.419919,37.150667
Gloydius ussuriensis,128.607967,37.247056
Gloydius ussuriensis,127.826828,37.200844
Gloydius ussuriensis,127.889722,35.966111
Gloydius ussuriensis,127.894444,35.896944
Gloydius ussuriensis,128.152222,35.928333
Gloydius ussuriensis,128.498369,37.058511
Gloydius ussuriensis,127.815278,35.9075
Gloydius ussuriensis,128.098889,35.946111
Gloydius ussuriensis,128.021944,35.951111
Gloydius ussuriensis,128.007222,35.891389
Gloydius ussuriensis,127.857778,35.926389
Gloydius ussuriensis,128.010556,35.994444
Gloydius ussuriensis,128.065278,35.931389
Gloydius ussuriensis,127.850278,35.983611
Gloydius ussuriensis,127.929444,35.9725
Gloydius ussuriensis,127.911667,35.993056
Gloydius ussuriensis,128.016389,35.969167
Gloydius ussuriensis,128.574375,37.193153
Gloydius ussuriensis,127.828611,35.8875
Gloydius ussuriensis,127.831667,35.943611
Gloydius ussuriensis,127.982778,35.973056
Gloydius ussuriensis,128.021389,35.928889
Gloydius ussuriensis,128.905653,35.777569
Gloydius ussuriensis,127.855278,35.9775
Gloydius ussuriensis,127.894167,35.946389
Gloydius ussuriensis,128.070278,35.942222
Gloydius ussuriensis,128.186667,35.950833
Gloydius ussuriensis,127.765556,35.9075
Gloydius ussuriensis,127.9375,35.902222
Gloydius ussuriensis,127.984444,35.8925
Gloydius ussuriensis,128.137222,35.948611
Gloydius ussuriensis,127.839092,37.129128
Gloydius ussuriensis,126.723306,34.354747
Gloydius ussuriensis,127.824167,35.966389
Gloydius ussuriensis,128.069444,35.9075
Gloydius ussuriensis,128.195833,35.992778
Gloydius ussuriensis,128.639506,37.220606
Gloydius ussuriensis,126.966385,36.688997
Gloydius ussuriensis,126.657495,36.704487
Gloydius ussuriensis,126.702239,34.451894
Gloydius ussuriensis,128.949508,35.774561
Gloydius ussuriensis,126.641633,34.442878
Gloydius ussuriensis,127.031949,36.691621
Gloydius ussuriensis,127.64225,35.954943
Gloydius ussuriensis,127.826389,35.851944
Gloydius ussuriensis,128.747844,37.071297
Gloydius ussuriensis,129.062783,35.785633
Gloydius ussuriensis,127.386792,35.824486
Gloydius ussuriensis,127.84,35.853611
Gloydius ussuriensis,129.01955,35.775403
Gloydius ussuriensis,128.537833,37.127414
Gloydius ussuriensis,129.028278,37.096261
Gloydius ussuriensis,129.103789,35.7727
Gloydius ussuriensis,128.506778,37.104625
Gloydius ussuriensis,128.737536,37.008153
Gloydius ussuriensis,127.354289,35.809114
Gloydius ussuriensis,128.500903,37.038575
Gloydius ussuriensis,128.956728,35.887044
Gloydius ussuriensis,128.640031,37.104339
Gloydius ussuriensis,128.711625,37.091325
Gloydius ussuriensis,127.979444,35.781389
Gloydius ussuriensis,129.054919,35.866269
Gloydius ussuriensis,127.975,35.763611
Gloydius ussuriensis,127.801667,35.784722
Gloydius ussuriensis,128.132778,35.860278
Gloydius ussuriensis,128.173889,35.763611
Gloydius ussuriensis,126.560131,34.492289
Gloydius ussuriensis,128.034722,35.776111
Gloydius ussuriensis,127.932778,35.856944
Gloydius ussuriensis,128.0175,35.849722
Gloydius ussuriensis,128.030556,35.802222
Gloydius ussuriensis,128.128889,35.760278
Gloydius ussuriensis,128.008889,35.781389
Gloydius ussuriensis,127.954444,35.808333
Gloydius ussuriensis,128.104722,35.8425
Gloydius ussuriensis,128.058333,35.814167
Gloydius ussuriensis,128.029444,35.8625
Gloydius ussuriensis,128.054167,35.848611
Gloydius ussuriensis,128.104167,35.868611
Gloydius ussuriensis,127.853056,35.774167
Gloydius ussuriensis,128.718928,37.158781
Gloydius ussuriensis,128.691656,37.144714
Gloydius ussuriensis,128.235278,35.870556
Gloydius ussuriensis,128.725083,37.168453
Gloydius ussuriensis,127.96255,37.210725
Gloydius ussuriensis,126.705122,34.385094
Gloydius ussuriensis,128.140833,35.795
Gloydius ussuriensis,126.382127,36.805265
Gloydius ussuriensis,127.845219,37.120969
Gloydius ussuriensis,126.565244,34.324286
Gloydius ussuriensis,126.544042,34.415717
Gloydius ussuriensis,126.580911,34.344519
Gloydius ussuriensis,126.5908,34.368
Gloydius ussuriensis,127.827539,37.150144
Gloydius ussuriensis,128.810511,37.132511
Gloydius ussuriensis,126.317028,33.437833
Gloydius ussuriensis,127.625806,36.098833
Gloydius ussuriensis,126.891678,34.565361
Gloydius ussuriensis,127.863389,36.150361
Gloydius ussuriensis,127.051636,34.734667
Gloydius ussuriensis,127.695333,36.0825
Gloydius ussuriensis,127.806444,36.183389
