"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",101.282952,20.83273,"Louang Namtha",2020,8,4,"cdround","https://www.inaturalist.org/observations/55454999","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2850654336","55454999",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",101.251418,21.927285,"Yunnan",2020,8,29,"cdround","https://www.inaturalist.org/observations/126009363","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3874029842","126009363",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",105.715292,20.256823,"Ninh Binh",2020,12,13,"cdround","https://www.inaturalist.org/observations/66524467","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005133846","66524467",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",105.681871,20.263414,"Ninh Binh",2020,12,13,"cdround","https://www.inaturalist.org/observations/108012964","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3712672669","108012964",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",101.255527,21.929346,"Yunnan",2019,6,20,"cdround","https://www.inaturalist.org/observations/27315185","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2269322175","27315185",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",101.254228,21.930145,"Yunnan",2019,8,6,"cdround","https://www.inaturalist.org/observations/30294584","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2331932142","30294584",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",101.25522,21.929144,"Yunnan",2019,8,20,"","https://www.inaturalist.org/observations/31156800","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2366111578","31156800",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",101.245601,21.939336,"Yunnan",2019,8,14,"cdround","https://www.inaturalist.org/observations/110006748","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760011463","110006748",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",101.256348,21.925819,"Yunnan",2019,11,5,"cdround","https://www.inaturalist.org/observations/35317211","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2451724596","35317211",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",101.252852,21.936311,"Yunnan",2018,12,4,"","https://www.inaturalist.org/observations/18840971","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1948778669","18840971",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",101.276141,21.921589,"Yunnan",2018,12,4,"","https://www.inaturalist.org/observations/18818748","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1993711418","18818748",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",106.98763,20.794084,"H<U+1EA3>i Phong",2017,9,18,"cdround","https://www.inaturalist.org/observations/7971863","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044795321","7971863",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",105.722769,20.240177,"Ninh Binh",2017,10,27,"cdround","https://www.inaturalist.org/observations/8599469","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2447849006","8599469",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",101.254967,21.929092,"Yunnan",2016,6,23,"cdround","https://www.inaturalist.org/observations/3811574","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1891355726","3811574",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",101.228027,21.943046,"Yunnan",2016,7,5,"cdround","https://www.inaturalist.org/observations/3841398","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1291676638","3841398",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Chrysopelea ornata",101.265106,21.907215,"Yunnan",2016,8,8,"cdround","https://www.inaturalist.org/observations/3841313","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1291676698","3841313",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Chrysopelea ornata",103.216667,21.25,NA,1939,1,15,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-45271","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476699140","R-45271","ASIA","whole animal (ethanol)","Ban Nam Khueng,40miles N. of Ban Houei Sai,Laos,Indochina"
