"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","type","elevation","county","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.142792,22.352116,"Sha Tin",2022,1,24,"cdround","https://www.inaturalist.org/observations/105599975","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3466442506","105599975",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.238877,22.380594,"Sai Kung",2022,1,25,"cdround","https://www.inaturalist.org/observations/105601954","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3466477665","105601954",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.215652,22.33256,"Kwun Tong",2022,2,24,"cdround","https://www.inaturalist.org/observations/107361860","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3698425424","107361860",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.080191,22.419035,"Yuen Long",2022,2,28,"cdround","https://www.inaturalist.org/observations/114674734","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773117458","114674734",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.077852,22.282068,"Sha Tin",2022,3,7,"cdround","https://www.inaturalist.org/observations/108149864","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3712466881","108149864",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.247623,22.212349,"Southern",2022,3,21,"cdround","https://www.inaturalist.org/observations/109135991","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747025987","109135991",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",113.994744,22.266138,"Islands",2022,3,29,"cdround","https://www.inaturalist.org/observations/109923182","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759261469","109923182",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",113.865165,22.334242,"Tuen Mun",2022,3,26,"cdround","https://www.inaturalist.org/observations/109561153","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759874995","109561153",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",120.720374,23.998907,"Taiwan",2022,3,31,"cdround","https://www.inaturalist.org/observations/109999734","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760265475","109999734",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.080191,22.419022,"Yuen Long",2022,3,15,"cdround","https://www.inaturalist.org/observations/121748753","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860777726","121748753",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.114404,22.285012,"Central and Western",2022,4,21,"cdround","https://www.inaturalist.org/observations/112265261","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759794757","112265261",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.043706,22.283288,"Islands",2022,4,21,"cdround","https://www.inaturalist.org/observations/112260777","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764119471","112260777",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.142342,22.200559,"Islands",2022,4,27,"cdround","https://www.inaturalist.org/observations/113064107","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764171146","113064107",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",113.961045,22.402976,"Tuen Mun",2022,4,27,"cdround","https://www.inaturalist.org/observations/113169413","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764185261","113169413",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",113.860803,22.246005,"Islands",2022,4,22,"cdround","https://www.inaturalist.org/observations/112460018","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764429569","112460018",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.107417,22.386367,"Tsuen Wan",2022,4,30,"cdround","https://www.inaturalist.org/observations/115320537","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772580417","115320537",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.265054,22.374089,"Sai Kung",2022,4,29,"cdround","https://www.inaturalist.org/observations/114187064","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772690968","114187064",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.142156,22.263598,"Central and Western",2022,4,29,"cdround","https://www.inaturalist.org/observations/114133941","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772800250","114133941",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",113.994545,22.266147,"Islands",2022,4,30,"cdround","https://www.inaturalist.org/observations/114120434","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772955586","114120434",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.13813,22.446126,"Tai Po",2022,4,29,"cdround","https://www.inaturalist.org/observations/113303288","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773191646","113303288",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.162005,22.424318,"Tai Po",2022,4,30,"cdround","https://www.inaturalist.org/observations/113732462","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773247152","113732462",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.174283,22.380413,"Sha Tin",2022,4,29,"cdround","https://www.inaturalist.org/observations/115680143","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773586912","115680143",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.080186,22.419022,"Yuen Long",2022,4,20,"cdround","https://www.inaturalist.org/observations/121833309","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858495796","121833309",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.154196,22.480058,"Tai Po",2022,5,2,"cdround","https://www.inaturalist.org/observations/114546326","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773539512","114546326",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.264854,22.37454,"Sai Kung",2022,5,8,"cdround","https://www.inaturalist.org/observations/116797222","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784754541","116797222",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.156513,22.251958,"Southern",2022,5,18,"cdround","https://www.inaturalist.org/observations/117609924","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784823507","117609924",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.058673,22.553594,"Guangdong",2022,5,29,"cdround","https://www.inaturalist.org/observations/119359713","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860392682","119359713",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.264101,22.373532,"Sai Kung",2022,5,7,"cdround","https://www.inaturalist.org/observations/115887030","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873020625","115887030",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.210453,22.27503,"Eastern",2022,6,4,"cdround","https://www.inaturalist.org/observations/120113436","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858333281","120113436",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",120.616743,23.75511,"Taiwan",2022,6,2,"cdround","https://www.inaturalist.org/observations/120421824","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858446579","120421824",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.117281,22.329269,"Sha Tin",2022,6,30,"cdround","https://www.inaturalist.org/observations/124145417","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3858745728","124145417",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.200228,22.258581,"Eastern",2022,6,17,"cdround","https://www.inaturalist.org/observations/122256899","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859532173","122256899",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.221943,22.330686,"Kwun Tong",2022,6,15,"cdround","https://www.inaturalist.org/observations/121954223","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859604894","121954223",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",120.278313,22.635541,"Kaohsiung",2022,6,23,"cdround","https://www.inaturalist.org/observations/123163317","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859642871","123163317",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.004127,22.469532,"Yuen Long",2022,6,23,"cdround","https://www.inaturalist.org/observations/123197278","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873019770","123197278",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.10495,22.495045,"North",2022,6,23,"","https://www.inaturalist.org/observations/123461600","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873384748","123461600",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.264785,22.37491,"Sai Kung",2022,6,25,"","https://www.inaturalist.org/observations/123652487","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873673809","123652487",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.149909,22.360882,"Sha Tin",2022,7,6,"cdround","https://www.inaturalist.org/observations/124982888","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3872927820","124982888",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.044673,22.431609,"Tai Po",2022,7,9,"cdround","https://www.inaturalist.org/observations/125896718","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3873054154","125896718",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.134131,22.279953,"Central and Western",2022,7,8,"cdround","https://www.inaturalist.org/observations/125329159","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873447248","125329159",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.159308,22.255013,"Southern",2022,7,11,"cdround","https://www.inaturalist.org/observations/125903688","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873523610","125903688",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.007058,22.472075,"Yuen Long",2022,7,8,"cdround","https://www.inaturalist.org/observations/125304784","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873535271","125304784",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.19347,22.364834,"Sha Tin",2022,7,8,"cdround","https://www.inaturalist.org/observations/125896222","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3873615114","125896222",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.042629,22.358649,"Sha Tin",2022,7,8,"cdround","https://www.inaturalist.org/observations/125896209","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3874165592","125896209",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",113.836751,22.696275,"Guangdong",2022,7,28,"","https://www.inaturalist.org/observations/128281592","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881392859","128281592",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.306111,22.416944,"Sai Kung",2021,1,2,"cdround","https://www.inaturalist.org/observations/67450581","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3018014754","67450581",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",121.523313,24.958956,"New Taipei",2021,1,8,"cdround","https://www.inaturalist.org/observations/67731853","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3018173353","67731853",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.145571,22.502241,"North",2021,1,12,"cdround","https://www.inaturalist.org/observations/67952292","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031696642","67952292",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.221145,22.381458,"Sha Tin",2021,1,14,"cdround","https://www.inaturalist.org/observations/68049670","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031777815","68049670",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",120.26133,23.620683,"Taiwan",2021,1,22,"cdround","https://www.inaturalist.org/observations/68437415","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031892443","68437415",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.177622,22.267744,"Wan Chai",2021,1,18,"cdround","https://www.inaturalist.org/observations/68267652","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109290466","68267652",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.167131,22.25501,"Southern",2021,2,12,"cdround","https://www.inaturalist.org/observations/69455647","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044589964","69455647",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",113.925846,22.283966,"Islands",2021,2,15,"cdround","https://www.inaturalist.org/observations/69854856","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044673701","69854856",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",113.871333,22.267784,"Islands",2021,2,15,"cdround","https://www.inaturalist.org/observations/69854780","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109181456","69854780",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",121.03961,24.808091,"Taiwan",2021,3,1,"cdround","https://www.inaturalist.org/observations/70376362","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3355462471","70376362",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",113.715107,34.307596,"Henan",2021,3,31,"cdround","https://www.inaturalist.org/observations/72590622","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3391494403","72590622",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",112.51123,23.101329,"Guangdong",2021,4,5,"cdround","https://www.inaturalist.org/observations/72994781","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079861729","72994781",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.115073,22.23237,"Islands",2021,4,5,"cdround","https://www.inaturalist.org/observations/72989052","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079919752","72989052",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.169361,22.319304,"Yau Tsim Mong",2021,4,9,"cdround","https://www.inaturalist.org/observations/73500785","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3090598212","73500785",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.010002,22.299999,"Islands",2021,4,18,"cdround","https://www.inaturalist.org/observations/74331318","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3097043891","74331318",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.139291,22.256024,"Southern",2021,4,18,"cdround","https://www.inaturalist.org/observations/74366277","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3097050970","74366277",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.268443,22.372627,"Sai Kung",2021,4,30,"cdround","https://www.inaturalist.org/observations/75732492","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112323507","75732492",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.141668,22.452067,"Tai Po",2021,4,30,"cdround","https://www.inaturalist.org/observations/75840667","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112696624","75840667",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.262668,22.37455,"Sai Kung",2021,4,30,"cdround","https://www.inaturalist.org/observations/76074324","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112734930","76074324",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",121.554331,25.08705,"Taipei",2021,4,20,"cdround","https://www.inaturalist.org/observations/85323106","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325763607","85323106",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.135017,22.200002,"Islands",2021,4,12,"cdround","https://www.inaturalist.org/observations/77876261","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743093367","77876261",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.152887,22.462923,"Tai Po",2021,4,24,"cdround","https://www.inaturalist.org/observations/112404362","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764361503","112404362",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.136283,22.264875,"Southern",2021,5,3,"cdround","https://www.inaturalist.org/observations/76912602","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112574796","76912602",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.136483,22.265413,"Southern",2021,5,3,"cdround","https://www.inaturalist.org/observations/76929403","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112663861","76929403",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus bowringii",114.264318,22.374698,"Sai Kung",2021,5,1,"cdround","https://www.inaturalist.org/observations/77612223","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112679841","77612223",NA,NA,NA,NA,NA,NA,NA
