"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","elevation","elevationAccuracy","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",130.487121,33.781657,"Fukuoka",2021,4,7,"cdround","https://www.inaturalist.org/observations/73170021","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330764408","73170021",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",130.535226,31.188364,"Kagoshima",2021,4,21,"cdround","https://www.inaturalist.org/observations/75017052","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3712574373","75017052",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",130.537183,31.198056,"Kagoshima",2021,4,21,"cdround","https://www.inaturalist.org/observations/75017164","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3712578375","75017164",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",130.907986,31.884748,"Kagoshima",2021,5,29,"cdround","https://www.inaturalist.org/observations/80724776","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3301921017","80724776",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",131.172013,32.032462,"Miyazaki",2021,5,3,"cdround","https://www.inaturalist.org/observations/116509801","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773646243","116509801",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",130.347627,33.473553,"Fukuoka",2021,5,9,"cdround","https://www.inaturalist.org/observations/117842200","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802337483","117842200",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",130.21148,33.377484,"Saga",2021,8,22,"cdround","https://www.inaturalist.org/observations/92234313","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343867989","92234313",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.65494,35.029933,"Kyoto",2021,8,28,"","https://www.inaturalist.org/observations/92755785","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3355002968","92755785",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.28215,34.834347,"Hyogo",2021,8,15,"cdround","https://www.inaturalist.org/observations/91213798","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415621824","91213798",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",130.211392,33.377497,"Saga",2021,11,23,"cdround","https://www.inaturalist.org/observations/101750695","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3416124352","101750695",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",132.318817,34.288425,"Hiroshima",2020,3,18,"cdround","https://www.inaturalist.org/observations/63082029","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2901557092","63082029",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.808422,34.889575,"Kyoto",2020,4,25,"cdround","https://www.inaturalist.org/observations/43255134","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626155817","43255134",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.866596,35.081391,"Shiga",2020,5,29,"cdround","https://www.inaturalist.org/observations/49907196","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2802699313","49907196",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",134.646976,35.483981,"Hyogo",2020,6,7,"cdround","https://www.inaturalist.org/observations/48761970","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2641415023","48761970",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.670098,35.054344,"Kyoto",2020,6,2,"cdround","https://www.inaturalist.org/observations/49107574","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2641583509","49107574",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",133.633075,33.440094,"Kochi",2020,6,7,"cdround","https://www.inaturalist.org/observations/59964911","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2868254718","59964911",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.447216,34.610496,"Osaka",2020,8,22,"cdround","https://www.inaturalist.org/observations/57198379","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2856499768","57198379",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",132.563056,33.224167,"Ehime",2020,8,21,"cdround","https://www.inaturalist.org/observations/57309032","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2856531886","57309032",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",132.788889,33.848333,"Ehime",2020,8,19,"cdround","https://www.inaturalist.org/observations/56921404","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2860150534","56921404",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",134.554722,34.075556,"Tokushima",2020,8,27,"cdround","https://www.inaturalist.org/observations/58788111","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2862329949","58788111",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.511707,34.39285,"Osaka",2020,8,16,"cdround","https://www.inaturalist.org/observations/56707228","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2864561501","56707228",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",134.238056,35.506944,"Tottori",2020,8,8,"cdround","https://www.inaturalist.org/observations/55788396","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330485363","55788396",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",133.200463,34.872551,"Hiroshima",2020,8,15,"cdround","https://www.inaturalist.org/observations/56690084","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330789364","56690084",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.81084,35.06861,"Kyoto",2019,2,11,"cdround","https://www.inaturalist.org/observations/20289617","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2005318200","20289617",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.83781,34.684252,"Nara",2019,3,26,"cdround","https://www.inaturalist.org/observations/101470819","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3456898710","101470819",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.486111,34.452222,"Osaka",2019,4,20,"cdround","https://www.inaturalist.org/observations/22987373","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2237512568","22987373",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",133.762864,33.881616,"Tokushima",2019,4,5,"cdround","https://www.inaturalist.org/observations/90337915","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337922321","90337915",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",134.505709,33.913859,"Tokushima",2019,4,20,"cdround","https://www.inaturalist.org/observations/105144631","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456363604","105144631",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",134.578295,33.985994,"Tokushima",2019,4,18,"cdround","https://www.inaturalist.org/observations/105144429","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3457001315","105144429",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",131.604158,33.573883,"Oita",2019,5,3,"cdround","https://www.inaturalist.org/observations/24482917","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2242819313","24482917",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",133.577732,33.591972,"Kochi",2019,5,3,"cdround","https://www.inaturalist.org/observations/105150254","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456139417","105150254",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.823228,35.050948,"Kyoto",2019,6,22,"cdround","https://www.inaturalist.org/observations/38619068","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626220476","38619068",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.808347,35.065382,"Kyoto",2019,6,21,"cdround","https://www.inaturalist.org/observations/38632778","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3466199391","38632778",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",130.579357,33.316038,"Fukuoka",2019,7,22,"cdround","https://www.inaturalist.org/observations/29290912","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2311306167","29290912",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.669339,35.016405,"Kyoto",2019,7,17,"cdround","https://www.inaturalist.org/observations/28984075","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2422859590","28984075",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",130.675174,31.273474,"Kagoshima",2019,7,11,"cdround","https://www.inaturalist.org/observations/33940320","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2447843546","33940320",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.102858,34.663615,"Hyogo",2019,7,30,"cdround","https://www.inaturalist.org/observations/29842633","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2860187341","29842633",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",134.737299,34.275812,"Hyogo",2019,7,16,"cdround","https://www.inaturalist.org/observations/89405912","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415807708","89405912",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",133.045849,34.095373,"Ehime",2019,7,24,"cdround","https://www.inaturalist.org/observations/89405935","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415936762","89405935",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.768149,35.011564,"Kyoto",2019,7,20,"cdround","https://www.inaturalist.org/observations/111276525","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759731779","111276525",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",128.253786,26.861618,"Okinawa",2019,7,18,"cdround","https://www.inaturalist.org/observations/111151478","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760221682","111151478",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",130.510208,31.446287,"Kagoshima",2019,8,2,"cdround","https://www.inaturalist.org/observations/30010786","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397492930","30010786",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.797742,35.027186,"Kyoto",2019,8,9,"cdround","https://www.inaturalist.org/observations/32334501","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2422965481","32334501",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.79103,35.013169,"Kyoto",2019,8,11,"cdround","https://www.inaturalist.org/observations/33396437","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2429261440","33396437",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",132.324796,34.295291,"Hiroshima",2019,8,10,"cdround","https://www.inaturalist.org/observations/38723328","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2576264167","38723328",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.236937,34.727025,"Hyogo",2019,8,13,"","https://www.inaturalist.org/observations/38769767","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2597861828","38769767",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",134.84381,34.302429,"Hyogo",2019,8,25,"cdround","https://www.inaturalist.org/observations/64140831","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2980979097","64140831",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",133.889612,34.161602,"Kagawa",2019,8,11,"cdround","https://www.inaturalist.org/observations/31177898","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070343673","31177898",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",134.108151,34.344335,"Kagawa",2019,8,10,"cdround","https://www.inaturalist.org/observations/31176096","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070469734","31176096",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",133.890568,34.162862,"Kagawa",2019,8,11,"cdround","https://www.inaturalist.org/observations/31177876","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070521680","31177876",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",130.537019,33.519927,"Fukuoka",2019,9,7,"cdround","https://www.inaturalist.org/observations/32256630","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2422943859","32256630",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.842557,34.688054,"Nara",2019,9,10,"cdround","https://www.inaturalist.org/observations/32824683","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2423098917","32824683",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.665925,35.015761,"Kyoto",2019,9,29,"cdround","https://www.inaturalist.org/observations/35619949","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2597692826","35619949",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.668442,35.015347,"Kyoto",2019,9,29,"cdround","https://www.inaturalist.org/observations/35820656","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2597748803","35820656",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",134.044144,33.629395,"Kochi",2019,9,12,"cdround","https://www.inaturalist.org/observations/32573744","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2860137351","32573744",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",133.107864,33.112447,"Kochi",2019,10,1,"cdround","https://www.inaturalist.org/observations/105198489","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3457201442","105198489",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.849119,34.680228,"Nara",2018,3,23,"","https://www.inaturalist.org/observations/10787736","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1838049424","10787736",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",134.175854,33.249168,"Kochi",2018,4,19,"cdround","https://www.inaturalist.org/observations/12784905","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1848756800","12784905",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",133.710481,33.599567,"Kochi",2018,5,19,"cdround","https://www.inaturalist.org/observations/13002527","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1848784090","13002527",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",131.113587,33.084338,"Kumamoto",2018,5,21,"cdround","https://www.inaturalist.org/observations/108008440","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3712510568","108008440",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.526267,34.686318,"Osaka",2018,6,18,"cdround","https://www.inaturalist.org/observations/13630030","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415411314","13630030",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.77382,35.114072,"Kyoto",2018,6,14,"cdround","https://www.inaturalist.org/observations/98622624","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415763967","98622624",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.684261,34.992855,"Kyoto",2018,7,21,"cdround","https://www.inaturalist.org/observations/14887796","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1890058015","14887796",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.473244,34.845935,"Osaka",2018,7,21,"cdround","https://www.inaturalist.org/observations/15011128","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1890081422","15011128",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.289655,34.744813,"Hyogo",2018,7,22,"cdround","https://www.inaturalist.org/observations/15011134","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1890081464","15011134",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.206046,34.734012,"Hyogo",2018,7,23,"cdround","https://www.inaturalist.org/observations/15033067","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1890086560","15033067",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.187017,34.714037,"Hyogo",2018,7,23,"cdround","https://www.inaturalist.org/observations/15033075","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1890676162","15033075",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.188063,34.720195,"Hyogo",2018,7,24,"cdround","https://www.inaturalist.org/observations/14946777","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1914194377","14946777",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.287207,34.746612,"Hyogo",2018,7,22,"cdround","https://www.inaturalist.org/observations/15011136","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1914194490","15011136",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.287405,34.746429,"Hyogo",2018,7,22,"cdround","https://www.inaturalist.org/observations/15011137","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1914194491","15011137",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.290019,34.744392,"Hyogo",2018,7,22,"cdround","https://www.inaturalist.org/observations/15011135","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1914194493","15011135",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",135.286258,34.747998,"Hyogo",2018,7,22,"cdround","https://www.inaturalist.org/observations/15011141","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1990447694","15011141",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Plestiodon japonicus",132.326556,34.29465,"Hiroshima",2018,7,10,"cdround","https://www.inaturalist.org/observations/28449313","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2311298823","28449313",NA,NA,NA
