"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","county","locality","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.897577,22.32552,"Islands",2022,7,5,"cdround","https://www.inaturalist.org/observations/125284793","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873532028","125284793",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.243633,22.331685,"Sai Kung",2022,7,28,"cdround","https://www.inaturalist.org/observations/128265898","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881507619","128265898",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.84287,22.276426,"Islands",2021,2,13,"cdround","https://www.inaturalist.org/observations/69557642","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3044927095","69557642",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.24235,22.439836,"Tai Po",2021,3,2,"cdround","https://www.inaturalist.org/observations/70444878","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3059022061","70444878",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.387199,22.543121,"Tai Po",2021,3,11,"cdround,cudc","https://www.inaturalist.org/observations/71052959","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3061597563","71052959",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.854201,22.244094,"Islands",2021,3,20,"cdround","https://www.inaturalist.org/observations/72423552","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070510357","72423552",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.142386,22.536154,"Tsuen Wan",2021,4,25,"cdround","https://www.inaturalist.org/observations/75286186","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109311035","75286186",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.269745,22.517105,"North",2021,4,4,"","https://www.inaturalist.org/observations/76039261","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112546877","76039261",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.181103,22.290896,"Islands",2021,5,1,"cdround","https://www.inaturalist.org/observations/76782414","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112682679","76782414",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.432749,22.202668,"Guangdong",2021,5,10,"cdround","https://www.inaturalist.org/observations/78196794","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113299255","78196794",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.989412,22.249597,"Islands",2021,5,1,"cdround","https://www.inaturalist.org/observations/78026393","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113513143","78026393",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.989409,22.2496,"Islands",2021,5,1,"cdround","https://www.inaturalist.org/observations/78026392","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113537055","78026392",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.155155,22.253745,"Southern",2021,5,7,"cdround","https://www.inaturalist.org/observations/79005090","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3118291074","79005090",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.307858,22.202237,"Eastern",2021,6,16,"cdround,cudc","https://www.inaturalist.org/observations/105353506","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3465893592","105353506",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.127585,22.215215,"Islands",2021,8,3,"cdround","https://www.inaturalist.org/observations/90027500","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335217478","90027500",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.115741,22.229253,"Islands",2021,8,8,"cdround","https://www.inaturalist.org/observations/90502043","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3337567999","90502043",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.927181,22.233244,"Islands",2021,8,5,"cdround","https://www.inaturalist.org/observations/90103705","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337746825","90103705",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.999755,22.252508,"Islands",2021,8,12,"cdround","https://www.inaturalist.org/observations/92241232","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343898863","92241232",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.519492,22.306663,"Guangdong",2021,9,8,"cdround","https://www.inaturalist.org/observations/94187472","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355612482","94187472",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.405861,22.397144,"Guangdong",2021,9,6,"cdround","https://www.inaturalist.org/observations/93997355","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355818294","93997355",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.17902,22.468111,"Tai Po",2021,9,23,"cdround","https://www.inaturalist.org/observations/95936890","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384014050","95936890",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.327066,22.43185,"Tai Po",2021,11,26,"cdround","https://www.inaturalist.org/observations/101909667","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415912899","101909667",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.100539,22.339633,"Kwai Tsing",2021,12,3,"cdround","https://www.inaturalist.org/observations/102402186","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3455682307","102402186",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.053077,22.543078,"North",2020,2,29,"cdround","https://www.inaturalist.org/observations/39454883","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070480853","39454883",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.1267,22.443988,"Tai Po",2020,4,21,"cdround","https://www.inaturalist.org/observations/43508838","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2611195075","43508838",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.115754,22.229227,"Islands",2020,5,14,"cdround","https://www.inaturalist.org/observations/45871622","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2626449701","45871622",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",107.020337,20.770603,"H<U+1EA3>i Phong",2020,5,15,"cdround","https://www.inaturalist.org/observations/46698874","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626526592","46698874",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.067764,22.415732,"Yuen Long",2020,5,11,"cdround","https://www.inaturalist.org/observations/45560687","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626578735","45560687",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",101.2759,21.919283,"Yunnan",2020,6,16,"cdround","https://www.inaturalist.org/observations/49803199","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2802707134","49803199",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.113167,22.22713,"Islands",2020,6,20,"cdround","https://www.inaturalist.org/observations/50262953","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2802727770","50262953",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.556472,22.122086,"Ilhas",2020,7,19,"cdround","https://www.inaturalist.org/observations/54044164","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2823363653","54044164",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.563459,22.119913,"Ilhas",2020,8,20,"cdround","https://www.inaturalist.org/observations/57105787","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2856516594","57105787",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.118633,22.397439,"Tsuen Wan",2020,8,22,"cdround","https://www.inaturalist.org/observations/57437636","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2856744046","57437636",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.111245,22.22697,"Islands",2020,8,31,"cdround","https://www.inaturalist.org/observations/58201552","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2860134125","58201552",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",105.715339,20.257336,"Ninh Binh",2020,10,24,"cdround","https://www.inaturalist.org/observations/64017877","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2980775920","64017877",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.230009,22.495445,"North",2020,10,26,"cdround","https://www.inaturalist.org/observations/67007543","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3008435156","67007543",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.284013,22.148169,"Guangdong",2020,11,20,"cdround","https://www.inaturalist.org/observations/66644089","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005108043","66644089",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.045587,22.394458,"Kwai Tsing",2020,11,8,"cdround","https://www.inaturalist.org/observations/64484852","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070371302","64484852",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.223822,22.336883,"Sai Kung",2020,11,12,"cdround","https://www.inaturalist.org/observations/64779063","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112731366","64779063",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.563241,22.12771,"Ilhas",2020,12,3,"cdround","https://www.inaturalist.org/observations/66076024","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2999082624","66076024",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.245225,22.211353,"Southern",2019,3,27,"cdround","https://www.inaturalist.org/observations/21698809","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2234809426","21698809",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",105.713076,20.253745,"Ninh Binh",2019,3,28,"cdround","https://www.inaturalist.org/observations/27283719","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2366021249","27283719",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.1404,22.446342,"Tai Po",2019,4,3,"cdround","https://www.inaturalist.org/observations/21943688","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2235543335","21943688",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",105.718528,20.242397,"Ninh Binh",2019,4,4,"cdround","https://www.inaturalist.org/observations/21965567","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2236211032","21965567",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.116456,22.227408,"Islands",2019,4,8,"cdround","https://www.inaturalist.org/observations/22190934","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2236254603","22190934",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.115621,22.223767,"Islands",2019,7,30,"cdround","https://www.inaturalist.org/observations/29896593","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2311402602","29896593",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",102.32266,21.125259,"Phongsali",2019,7,20,"cdround","https://www.inaturalist.org/observations/36146440","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2465249158","36146440",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",105.708038,20.258448,"Ninh Binh",2019,7,5,"cdround","https://www.inaturalist.org/observations/37711662","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2563503842","37711662",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",105.703746,20.260813,"Ninh Binh",2019,7,4,"cdround","https://www.inaturalist.org/observations/39537902","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2576473188","39537902",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.233252,22.393293,"Sha Tin",2019,10,4,"cdround","https://www.inaturalist.org/observations/33881503","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2429381178","33881503",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.245138,22.21283,"Southern",2019,11,17,"cdround","https://www.inaturalist.org/observations/35774690","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2460139353","35774690",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",105.716176,20.246541,"Ninh Binh",2018,4,16,"cdround","https://www.inaturalist.org/observations/11388385","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1839256053","11388385",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.176025,22.245767,"Southern",2018,4,30,"cdround","https://www.inaturalist.org/observations/11865224","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1841272735","11865224",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",105.759005,21.209845,"Vinh Phuc",2018,4,4,"cdround","https://www.inaturalist.org/observations/36724212","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2529369614","36724212",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.195642,22.260442,"Wan Chai",2018,11,10,"cdround","https://www.inaturalist.org/observations/18303997","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1944386450","18303997",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.137545,22.444378,"Tai Po",2018,11,21,"cdround","https://www.inaturalist.org/observations/18536408","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1945463054","18536408",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.136365,22.353564,"Kwai Tsing",2018,12,31,"cdround","https://www.inaturalist.org/observations/19344534","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1986550522","19344534",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.160223,22.481075,"Tai Po",2017,12,7,"cdround","https://www.inaturalist.org/observations/12257902","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1847468941","12257902",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.319671,22.423172,"Sai Kung",2016,10,9,"","https://www.inaturalist.org/observations/4317852","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1453133912","4317852",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.087647,22.418642,"Yuen Long",2015,5,13,"cdround","https://www.inaturalist.org/observations/11989130","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1841298457","11989130",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",102.725674,21.157684,"Phongsali",2015,8,6,"cdround","https://www.inaturalist.org/observations/35832040","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2460042300","35832040",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.912709,22.256929,"Islands",2015,10,16,"cdround","https://www.inaturalist.org/observations/12044337","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1841312974","12044337",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",113.904843,22.257659,"Islands",2015,10,16,"cdround","https://www.inaturalist.org/observations/47263173","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634394525","47263173",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.141505,22.200295,"Islands",2014,7,7,"","https://www.inaturalist.org/observations/798029","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1586160223","798029",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.134892,22.534053,"North",2014,7,4,"cdround","https://www.inaturalist.org/observations/12044319","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1841312921","12044319",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.134821,22.533361,"North",2014,8,22,"cdround","https://www.inaturalist.org/observations/15473721","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1891345296","15473721",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.190414,22.470854,"Tai Po",2014,9,3,"cdround","https://www.inaturalist.org/observations/47263171","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634424542","47263171",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.099884,22.428801,"Yuen Long",2013,10,4,"","https://www.inaturalist.org/observations/476438","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1052567189","476438",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.322314,22.430269,"Tai Po",2011,9,17,"cdround","https://www.inaturalist.org/observations/31806","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1291075361","31806",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.242871,22.355565,"Sai Kung",2011,9,13,"","https://www.inaturalist.org/observations/31809","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1291075368","31809",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Boiga multomaculata",114.198526,22.365491,"Sha Tin",2010,11,14,"cdround","https://www.inaturalist.org/observations/19810882","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1990564014","19810882",NA,NA,NA,NA,NA,NA,NA
