"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","county","locality","preparations","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.144044,22.274324,"Central and Western",2020,8,8,"cdround","https://www.inaturalist.org/observations/55766419","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2851051767","55766419",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.151123,22.273535,"Central and Western",2019,1,5,"cdround","https://www.inaturalist.org/observations/19436955","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1986586364","19436955",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.148551,22.267556,"Central and Western",2019,3,21,"cdround","https://www.inaturalist.org/observations/21445745","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2235475997","21445745",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.352956,22.405986,"Sai Kung",2019,6,30,"cdround","https://www.inaturalist.org/observations/27920665","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2422853686","27920665",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.136246,22.276819,"Central and Western",2019,6,19,"cdround","https://www.inaturalist.org/observations/27486779","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3067906635","27486779",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.145011,22.274111,"Central and Western",2019,7,12,"cdround","https://www.inaturalist.org/observations/28661108","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2294454014","28661108",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.26535,31.952311,"Henan",2019,7,8,"cdround","https://www.inaturalist.org/observations/42170193","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747058357","42170193",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.197024,22.383666,"Sha Tin",2019,8,6,"cdround","https://www.inaturalist.org/observations/30304053","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2331931435","30304053",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",118.808609,32.077221,"Jiangsu",2019,11,22,"cdround","https://www.inaturalist.org/observations/35940309","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2465165457","35940309",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",121.200204,31.094607,"Shanghai",2018,3,27,"cdround","https://www.inaturalist.org/observations/10486715","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1848750418","10486715",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.144836,22.278258,"Central and Western",2018,3,4,"cdround","https://www.inaturalist.org/observations/10333062","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1899749102","10333062",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.135761,22.277335,"Central and Western",2018,3,16,"cdround","https://www.inaturalist.org/observations/10269768","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2234728080","10269768",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.150864,22.273844,"Central and Western",2018,3,1,"cdround","https://www.inaturalist.org/observations/10043732","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031634347","10043732",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",113.975349,22.243376,"Islands",2018,6,5,"","https://www.inaturalist.org/observations/18930909","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1950008235","18930909",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.137323,22.276527,"Central and Western",2018,7,11,"cdround","https://www.inaturalist.org/observations/14253280","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1883499396","14253280",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.118787,22.411726,"Yuen Long",2018,7,5,"cdround","https://www.inaturalist.org/observations/14561633","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1891293429","14561633",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.141769,22.421819,"Tai Po",2018,7,5,"cdround","https://www.inaturalist.org/observations/14190701","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1898785816","14190701",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.13799,22.40885,"Tsuen Wan",2018,8,24,"cdround","https://www.inaturalist.org/observations/15998834","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1899799750","15998834",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.143977,22.273851,"Central and Western",2018,9,27,"cdround","https://www.inaturalist.org/observations/16956957","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1914243661","16956957",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",113.882774,22.224445,"Islands",2018,11,11,"cdround","https://www.inaturalist.org/observations/18408455","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1944416283","18408455",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.17793,22.256565,"Southern",2017,4,21,"cdround","https://www.inaturalist.org/observations/47271058","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634407539","47271058",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.188182,22.254153,"Southern",2016,4,21,"cdround","https://www.inaturalist.org/observations/12082311","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880461470","12082311",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.132757,22.356456,"Kwai Tsing",2016,7,17,"","https://www.inaturalist.org/observations/9231496","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070588376","9231496",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",119.679726,29.673056,"Zhejiang",2016,8,18,"cdround","https://www.inaturalist.org/observations/3928011","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1500218726","3928011",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",113.908449,22.25395,"Islands",2015,8,21,"cdround","https://www.inaturalist.org/observations/12945919","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1848769528","12945919",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",114.245862,22.331515,"Sai Kung",2015,9,5,"cdround","https://www.inaturalist.org/observations/45154747","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2620106236","45154747",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Scincella modesta",113.921442,22.227423,"Islands",2012,3,18,"","https://www.inaturalist.org/observations/1614604","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880661170","1614604",NA,NA,NA,NA,NA,NA,NA
"861d3d64-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",113.879262,22.247831,NA,2004,7,10,"osiic,inmafu","http://collections.peabody.yale.edu/search/Record/YPM-HERR-014716","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1039483151","YPM HERR 014716","ASIA",NA,"Keung Shan","10% form.->70% alc.","PhysicalObject",NA,NA
"dce00a1f-f6b4-4e11-9771-92c62c40ad80","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",105.9636,23.1223,"Guangxi",2004,9,26,"gass84,colmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","686674732","291929","ASIA","Jing Xin","Provincial Nature Reserve, Camp site","tissue - 100; ETOH - 1",NA,NA,NA
"861d3d64-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",117.051336,23.429405,"Guangdong Province",2000,3,10,"osiic,inmafu","http://collections.peabody.yale.edu/search/Record/YPM-HERR-009855","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1039464070","YPM HERR 009855","ASIA",NA,"Ma Feng, NE of Long Dong","10% form.->70% alc.","PhysicalObject",NA,NA
"861d3d64-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",117.02074,23.424915,"Guangdong Province",2000,7,6,"osiic,inmafu","http://collections.peabody.yale.edu/search/Record/YPM-HERR-009862","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1039453817","YPM HERR 009862","ASIA",NA,"Hilltop above Qian Jiang, SE Houzhai","10% form.->70% alc.","PhysicalObject",NA,NA
"861d3d64-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",113.89075,22.226792,NA,1999,7,22,"osiic,inmafu","http://collections.peabody.yale.edu/search/Record/YPM-HERR-009567","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1039459201","YPM HERR 009567","ASIA",NA,"Shek Pik Garden, ca. 100m","10% form.->70% alc.","PhysicalObject",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",114.376656,22.408448,"Hong Kong",1997,6,27,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-182231","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476650688","R-182231","ASIA","New Territories","Lantau: above Tai Long Wan, ca 1 km SW Shek Pik","whole animal (ethanol)",NA,100,0
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",113.874209,22.219173,"Hong Kong",1995,6,9,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-181372","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476641731","R-181372","ASIA",NA,"Hong Kong: Lantau, Keung Shan.","whole animal (ethanol)",NA,100,0
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",114.05,22.1,"Guangdong",1994,7,20,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-176746","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476703041","R-176746","ASIA",NA,"Wanshan Islands,Wai Ling Ding","whole animal (ethanol)",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",114.118247,22.433618,"Hong Kong",1990,6,1,"cudc,txmatfuz,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-182658","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476658226","R-182658","ASIA","New Territories","Hong Kong: New Territories: Kadoorie Farm.","whole animal (ethanol)",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",113.905363,22.256313,"Hong Kong",1990,6,21,"txmatfuz,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-176240","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476712425","R-176240","ASIA",NA,"Lantau,Ngong Ping","whole animal (ethanol)",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",113.953001,22.264667,"Hong Kong",1990,6,15,"txmatfuz,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-176241","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476712426","R-176241","ASIA",NA,"Lantau [VERBATIM ELEVATION:420m]","whole animal (ethanol)",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",114.128139,22.267964,"Hong Kong",1990,6,26,"txmatfuz,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-176245","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476712429","R-176245","ASIA",NA,"Pokfulam","whole animal (ethanol)",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",113.952793,22.257446,"Hong Kong",1990,7,11,"txmatfuz,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-176243","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476500379","R-176243","ASIA",NA,"Lantau,1.3km NE of Sunset Peak (Tai Tung Shan)","whole animal (ethanol)",NA,320,0
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",114.183833,22.489776,"Hong Kong",1990,8,4,"txmatfuz,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-176246","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476712430","R-176246","ASIA","New Territories","Pat Sin Leng,1.5km N. of Tai Mek Tuk [VERBATIM ELEVATION:ca200m]","whole animal (ethanol)",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",114.233397,22.473179,"Hong Kong",1989,7,13,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-181370","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476641627","R-181370","ASIA","New Territories","Hong Kong:New Territories,Tei Mei Tuk catchwater","whole animal (ethanol)",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",113.926017,22.258313,"Hong Kong",1987,3,21,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-172779","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476707788","R-172779","ASIA","New Territories","Tei Tong Tsai","whole animal (ethanol)",NA,NA,NA
"8e479b8f-ac16-4bed-a11a-bc7e27c31663","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",121.526126,25.078588,"n/a",1976,3,26,"colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1987086420","143715","ASIA","TAIPEI","TAIPEI HILLSIDE ABOVE GRAND HOTEL","FLUID - 1","PhysicalObject",NA,NA
"8e479b8f-ac16-4bed-a11a-bc7e27c31663","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",126.547879,33.375423,NA,1954,9,6,"conti,rdativ,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1987099690","113445",NA,NA,"CHEJU ISLAND 16 MI N E OF MOSULP O W SLOPE OF HALLA SAN 3000 FT","FLUID - 1","PhysicalObject",NA,NA
"8e479b8f-ac16-4bed-a11a-bc7e27c31663","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",126.548832,33.376854,NA,1954,9,9,"conti,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1987103868","113446",NA,NA,"CHEJU ISLAND 7 MI N N E OF SOGWI-RI E SLOPE OF HALLA SAN 1500 FT","FLUID - 1","PhysicalObject",NA,NA
"8e479b8f-ac16-4bed-a11a-bc7e27c31663","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",118.777778,32.061667,"Kiangsu",1934,5,6,"conti,rdativ,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1987090515","71230",NA,NA,"NANKING","FLUID - 1","PhysicalObject",NA,NA
"8e479b8f-ac16-4bed-a11a-bc7e27c31663","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",118.769963,32.052274,"Kiangsu",1934,5,13,"conti,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1987093388","71231",NA,NA,"GINLING COLLEGE NANKING","FLUID - 1","PhysicalObject",NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",118.796919,32.060256,"Jiangsu Prov.",1923,NA,NA,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543652137","63864","ASIA",NA,"Nanjing","Alcohol","PhysicalObject",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Scincella modesta",106.117,30.367,"Sichuan",1921,12,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-110313","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476751603","R-110313","ASIA",NA,"Szechuan: Wanshin","whole animal (ethanol); skull and jaw (dry)",NA,NA,NA
